Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
38784943,03/26/2018 01:44:00 PM,05/08/2018 12:00:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10009,63 AVENUE A,AVENUE A,E 4 ST,E 5 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,05/08/2018 12:00:00 AM,03 MANHATTAN,MANHATTAN,988488,203216,Unspecified,MANHATTAN,,,,,,,,40.72445666766382,-73.98471024733142,"(40.72445666766382, -73.98471024733142)"
38772262,03/24/2018 03:18:00 PM,05/08/2018 12:10:00 PM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11366,175-11 74 AVENUE,74 AVENUE,175 ST,UTOPIA PKWY,,,ADDRESS,Fresh Meadows,,N/A,Closed,,05/08/2018 12:10:00 PM,08 QUEENS,QUEENS,1041177,204944,Unspecified,QUEENS,,,,,,,,40.72901743728634,-73.79460591931368,"(40.72901743728634, -73.79460591931368)"
38759738,03/22/2018 10:44:00 AM,05/08/2018 01:31:00 PM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10028,110 EAST   84 STREET,EAST   84 STREET,PARK AVE,LEXINGTON AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,05/08/2018 01:31:00 PM,08 MANHATTAN,MANHATTAN,996014,222938,Unspecified,MANHATTAN,,,,,,,,40.77858175415389,-73.957523629381,"(40.77858175415389, -73.957523629381)"
38735424,03/19/2018 08:55:00 AM,05/08/2018 09:44:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10314,999 WESTWOOD AVENUE,WESTWOOD AVENUE,COLLFIELD AVE,STEWART AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,05/08/2018 09:44:00 AM,02 STATEN ISLAND,STATEN ISLAND,943935,160041,Unspecified,STATEN ISLAND,,,,,,,,40.60586020595014,-74.14518916262534,"(40.60586020595014, -74.14518916262534)"
38733627,03/19/2018 04:08:00 PM,05/08/2018 01:33:00 PM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10468,2625 GRAND CONCOURSE,GRAND CONCOURSE,E 192 ST,E 193 ST,,,ADDRESS,BRONX,,N/A,Closed,,05/08/2018 01:33:00 PM,07 BRONX,BRONX,1013268,254494,Unspecified,BRONX,,,,,,,,40.865154176445884,-73.89508805180566,"(40.865154176445884, -73.89508805180566)"
38707140,03/16/2018 12:02:00 PM,05/08/2018 09:43:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10305,150 COLTON STREET,COLTON STREET,MARYLAND AVE,ST JOHNS AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,05/08/2018 09:43:00 AM,01 STATEN ISLAND,STATEN ISLAND,963517,160590,Unspecified,STATEN ISLAND,,,,,,,,40.60743454874922,-74.07466890440246,"(40.60743454874922, -74.07466890440246)"
39152053,05/09/2018 08:45:00 PM,05/10/2018 06:56:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11235,159 GIRARD STREET,GIRARD STREET,HAMPTON AVE,ORIENTAL BLVD,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/10/2018 06:56:00 AM,15 BROOKLYN,BROOKLYN,999371,150147,Unspecified,BROOKLYN,,,,,,,,40.57878196977007,-73.94556580944779,"(40.57878196977007, -73.94556580944779)"
39145920,05/09/2018 01:29:00 PM,05/10/2018 10:43:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10308,23 ELMWOOD AVENUE,ELMWOOD AVENUE,OCEANVIEW PL,SYCAMORE ST,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,05/10/2018 10:43:00 AM,03 STATEN ISLAND,STATEN ISLAND,941443,136875,Unspecified,STATEN ISLAND,,,,,,,,40.54226248899172,-74.15401706574633,"(40.54226248899172, -74.15401706574633)"
39141485,05/08/2018 11:05:00 AM,05/10/2018 10:23:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,10034,221 SEAMAN AVENUE,SEAMAN AVENUE,W 214 ST,W 215 ST,,,ADDRESS,NEW YORK,,N/A,Closed,,05/10/2018 10:23:00 AM,12 MANHATTAN,MANHATTAN,1006613,256644,Unspecified,MANHATTAN,,,,,,,,40.871074636783696,-73.91914141009578,"(40.871074636783696, -73.91914141009578)"
39138838,05/08/2018 05:44:00 PM,,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,10461,3555 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,ROBERTS AVE,BRUCKNER EXPWY WB EN BUHRE AVE,,,ADDRESS,BRONX,,N/A,Open,,,10 BRONX,BRONX,1031980,248204,Unspecified,BRONX,,,,,,,,40.84780869783529,-73.82748144004533,"(40.84780869783529, -73.82748144004533)"
39134772,05/07/2018 12:00:00 AM,05/08/2018 07:27:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11218,52 STRATFORD ROAD,STRATFORD ROAD,CATON AVE,CHURCH AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/08/2018 07:27:00 AM,14 BROOKLYN,BROOKLYN,992727,175247,Unspecified,BROOKLYN,,,,,,,,40.64768512717059,-73.96945207688465,"(40.64768512717059, -73.96945207688465)"
39133787,05/07/2018 10:23:00 AM,05/08/2018 08:56:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11364,67-01 213 STREET,213 STREET,67 AVE,69 AVE,,,ADDRESS,Oakland Gardens,,N/A,Closed,,05/08/2018 08:56:00 AM,11 QUEENS,QUEENS,1050108,210028,Unspecified,QUEENS,,,,,,,,40.74290972425856,-73.76233302063687,"(40.74290972425856, -73.76233302063687)"
39132921,05/07/2018 03:08:00 PM,05/08/2018 10:12:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11218,52 STRATFORD ROAD,STRATFORD ROAD,CATON AVE,CHURCH AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/08/2018 10:12:00 AM,14 BROOKLYN,BROOKLYN,992727,175247,Unspecified,BROOKLYN,,,,,,,,40.64768512717059,-73.96945207688465,"(40.64768512717059, -73.96945207688465)"
39131003,05/07/2018 05:38:00 PM,05/08/2018 08:42:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11203,701 FENIMORE STREET,FENIMORE STREET,ALBANY AVE,TROY AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/08/2018 08:42:00 AM,09 BROOKLYN,BROOKLYN,1001179,179525,Unspecified,BROOKLYN,,,,,,,,40.65941517743085,-73.9389835134306,"(40.65941517743085, -73.9389835134306)"
39129853,05/07/2018 05:13:00 PM,05/08/2018 07:31:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11216,183 HANCOCK STREET,HANCOCK STREET,NOSTRAND AVE,MARCY AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/08/2018 07:31:00 AM,03 BROOKLYN,BROOKLYN,998509,188010,Unspecified,BROOKLYN,,,,,,,,40.68270930126022,-73.948588931591,"(40.68270930126022, -73.948588931591)"
39142449,05/08/2018 12:44:00 PM,05/09/2018 09:02:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11226,1745 CATON AVENUE,CATON AVENUE,E 18 ST,ST PAULS PL,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/09/2018 09:02:00 AM,14 BROOKLYN,BROOKLYN,994413,176601,Unspecified,BROOKLYN,,,,,,,,40.6513997887604,-73.96337432687015,"(40.6513997887604, -73.96337432687015)"
39029958,04/25/2018 07:06:00 PM,05/04/2018 07:00:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11101,48-50 37 STREET,37 STREET,48 AVE,GREENPOINT AVE,,,ADDRESS,Long Island City,,N/A,Closed,,05/04/2018 07:00:00 AM,02 QUEENS,QUEENS,1003925,208552,Unspecified,QUEENS,,,,,,,,40.73908180894808,-73.9290014281657,"(40.73908180894808, -73.9290014281657)"
39025224,04/24/2018 03:38:00 PM,05/04/2018 06:59:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11223,1887 STILLWELL AVENUE,STILLWELL AVENUE,82 ST,AVENUE S,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/04/2018 06:59:00 AM,11 BROOKLYN,BROOKLYN,988137,158134,Unspecified,BROOKLYN,,,,,,,,40.60071673115249,-73.98600256618533,"(40.60071673115249, -73.98600256618533)"
39018528,04/24/2018 06:46:00 PM,05/04/2018 06:59:00 AM,DEP,Department of Environmental Protection,Water Quality,Clear Water With Other Particles (Use Comments) (QEZ),,11233,729 HALSEY STREET,HALSEY STREET,PATCHEN AVE,RALPH AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/04/2018 06:59:00 AM,03 BROOKLYN,BROOKLYN,1005425,188786,Unspecified,BROOKLYN,,,,,,,,40.684825400525604,-73.92365074723766,"(40.684825400525604, -73.92365074723766)"
39007550,04/23/2018 12:36:00 PM,05/04/2018 06:59:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,10011,22 WEST   12 STREET,WEST   12 STREET,5 AVE,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,N/A,Closed,,05/04/2018 06:59:00 AM,02 MANHATTAN,MANHATTAN,985529,207057,Unspecified,MANHATTAN,,,,,,,,40.73500019620016,-73.9953849249799,"(40.73500019620016, -73.9953849249799)"
38989486,04/20/2018 06:05:00 PM,05/04/2018 06:59:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Musty/Stale (QA4)",,11103,30-80 47 STREET,47 STREET,30 RD,31 AVE,,,ADDRESS,Astoria,,N/A,Closed,,05/04/2018 06:59:00 AM,01 QUEENS,QUEENS,1008906,215924,Unspecified,QUEENS,,,,,,,,40.75930359700803,-73.911000134659,"(40.75930359700803, -73.911000134659)"
39050687,04/27/2018 11:04:00 AM,04/30/2018 06:56:00 AM,DEP,Department of Environmental Protection,Water Quality,Other Water Problem (Use Comments) (QZZ),,11368,96-05 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,JUNCTION BLVD,LIE WESTBOUND ENTRANCE 99 ST,,,ADDRESS,Corona,,N/A,Closed,,04/30/2018 06:56:00 AM,04 QUEENS,QUEENS,1021855,206861,Unspecified,QUEENS,,,,,,,,40.734382374301646,-73.8643093383117,"(40.734382374301646, -73.8643093383117)"
39100873,05/03/2018 06:38:00 AM,05/03/2018 07:22:00 AM,DEP,Department of Environmental Protection,Water Quality,"Cloudy Or Milky, Other (Use Comments) (QBZ)",,11235,3155 EMMONS AVENUE,EMMONS AVENUE,FORD ST,COYLE ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/03/2018 07:22:00 AM,15 BROOKLYN,BROOKLYN,1002573,152076,Unspecified,BROOKLYN,,,,,,,,40.58407065197592,-73.93403368244617,"(40.58407065197592, -73.93403368244617)"
39083270,05/02/2018 03:05:00 PM,05/03/2018 08:54:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10304,125 MASON STREET,MASON STREET,SPARKILL AVE,GREENPORT ST,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,05/03/2018 08:54:00 AM,02 STATEN ISLAND,STATEN ISLAND,957597,157748,Unspecified,STATEN ISLAND,,,,,,,,40.59961801353046,-74.09597827048925,"(40.59961801353046, -74.09597827048925)"
39078287,05/01/2018 04:06:00 PM,05/02/2018 09:01:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11213,1379 ST JOHNS PLACE,ST JOHNS PLACE,SCHENECTADY AVE,UTICA AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/02/2018 09:01:00 AM,08 BROOKLYN,BROOKLYN,1002961,183630,Unspecified,BROOKLYN,,,,,,,,40.670678901973794,-73.93254933513623,"(40.670678901973794, -73.93254933513623)"
39065137,04/30/2018 02:19:00 PM,05/03/2018 07:28:00 AM,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,11207,1135 DECATUR STREET,DECATUR STREET,EVERGREEN AVE,CENTRAL AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/03/2018 07:28:00 AM,04 BROOKLYN,BROOKLYN,1009576,189811,Unspecified,BROOKLYN,,,,,,,,40.687627885468274,-73.90867992686917,"(40.687627885468274, -73.90867992686917)"
38857939,04/04/2018 07:15:00 PM,05/01/2018 08:51:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10028,320 EAST   83 STREET,EAST   83 STREET,2 AVE,1 AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,05/01/2018 08:51:00 AM,08 MANHATTAN,MANHATTAN,997412,221861,Unspecified,MANHATTAN,,,,,,,,40.77562370195563,-73.95247796999293,"(40.77562370195563, -73.95247796999293)"
38852694,04/02/2018 10:43:00 AM,05/01/2018 08:51:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11385,1858 PUTNAM AVENUE,PUTNAM AVENUE,ONDERDONK AVE,WOODWARD AVE,,,ADDRESS,Ridgewood,,N/A,Closed,,05/01/2018 08:51:00 AM,05 QUEENS,QUEENS,1010798,195292,Unspecified,QUEENS,,,,,,,,40.70266836898518,-73.90425206063236,"(40.70266836898518, -73.90425206063236)"
38849511,04/03/2018 04:18:00 PM,05/01/2018 08:51:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10314,168 WARDWELL AVENUE,WARDWELL AVENUE,MAINE AVE,THE BLVD,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,05/01/2018 08:51:00 AM,01 STATEN ISLAND,STATEN ISLAND,947479,164931,Unspecified,STATEN ISLAND,,,,,,,,40.6192976472661,-74.13245256225201,"(40.6192976472661, -74.13245256225201)"
39036518,04/26/2018 09:43:00 AM,04/27/2018 06:51:00 AM,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,10312,127 WINCHESTER AVENUE,WINCHESTER AVENUE,HYLAN BLVD,KING ST,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,04/27/2018 06:51:00 AM,03 STATEN ISLAND,STATEN ISLAND,941636,134546,Unspecified,STATEN ISLAND,,,,,,,,40.53587076046969,-74.15330799900806,"(40.53587076046969, -74.15330799900806)"
39036067,04/26/2018 12:45:00 PM,04/27/2018 06:50:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10302,26 ALBION PLACE,ALBION PLACE,WASHINGTON PL,HEBERTON AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,04/27/2018 06:50:00 AM,01 STATEN ISLAND,STATEN ISLAND,947344,169982,Unspecified,STATEN ISLAND,,,,,,,,40.63316100442813,-74.13296646152116,"(40.63316100442813, -74.13296646152116)"
39070578,04/30/2018 03:25:00 PM,05/01/2018 09:29:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11374,93-40 QUEENS BOULEVARD,QUEENS BOULEVARD,62 AVE,62 DR,,,ADDRESS,Rego Park,,N/A,Closed,,05/01/2018 09:29:00 AM,06 QUEENS,QUEENS,1021487,205732,Unspecified,QUEENS,,,,,,,,40.73128510729389,-73.86564344427093,"(40.73128510729389, -73.86564344427093)"
39066141,04/30/2018 02:58:00 PM,05/01/2018 09:16:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,10039,208 WEST  151 STREET,WEST  151 STREET,ADAM CLAYTON POWELL JR BLVD,MACOMBS PL,,,ADDRESS,NEW YORK,,N/A,Closed,,05/01/2018 09:16:00 AM,10 MANHATTAN,MANHATTAN,1001791,240054,Unspecified,MANHATTAN,,,,,,,,40.82555089484149,-73.93661985907333,"(40.82555089484149, -73.93661985907333)"
39065094,04/23/2018 12:58:00 PM,05/01/2018 10:21:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11211,293 DEVOE STREET,DEVOE STREET,OLIVE ST,CATHERINE ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/01/2018 10:21:00 AM,01 BROOKLYN,BROOKLYN,1001515,199353,Unspecified,BROOKLYN,,,,,,,,40.71383783153591,-73.9377216740145,"(40.71383783153591, -73.9377216740145)"
38996349,04/21/2018 03:35:00 PM,05/01/2018 09:05:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10310,171 DONGAN STREET,DONGAN STREET,CASTLETON AVE,WHITE PL,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,05/01/2018 09:05:00 AM,01 STATEN ISLAND,STATEN ISLAND,949818,170055,Unspecified,STATEN ISLAND,,,,,,,,40.63337133592165,-74.12405341692248,"(40.63337133592165, -74.12405341692248)"
38991624,04/20/2018 06:49:00 AM,05/01/2018 08:58:00 AM,DEP,Department of Environmental Protection,Water Quality,"Oil, Grease In Water (QD1)",,11229,2113 AVENUE V,AVENUE V,E 21 ST,E 22 ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/01/2018 08:58:00 AM,15 BROOKLYN,BROOKLYN,998203,156933,Unspecified,BROOKLYN,,,,,,,,40.59741009820195,-73.94975648779227,"(40.59741009820195, -73.94975648779227)"
38982136,04/19/2018 08:29:00 PM,05/01/2018 08:58:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10464,166 BAY STREET,BAY STREET,CITY ISLAND AVE,DEAD END,,,ADDRESS,BRONX,,N/A,Closed,,05/01/2018 08:58:00 AM,10 BRONX,BRONX,1043536,248322,Unspecified,BRONX,,,,,,,,40.84806254346829,-73.78571175431608,"(40.84806254346829, -73.78571175431608)"
38979159,04/19/2018 10:47:00 PM,05/01/2018 08:58:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11209,230 OVINGTON AVENUE,OVINGTON AVENUE,RIDGE BLVD,BAY RIDGE PL,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/01/2018 08:58:00 AM,10 BROOKLYN,BROOKLYN,976277,170737,Unspecified,BROOKLYN,,,,,,,,40.63530661332357,-74.0287263668629,"(40.63530661332357, -74.0287263668629)"
38941043,04/14/2018 11:33:00 AM,05/01/2018 08:56:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10458,2922 GRAND CONCOURSE,GRAND CONCOURSE,E 199 ST,BEDFORD PARK BLVD,,,ADDRESS,BRONX,,N/A,Closed,,05/01/2018 08:56:00 AM,07 BRONX,BRONX,1015052,256815,Unspecified,BRONX,,,,,,,,40.87151856426315,-73.88862749938583,"(40.87151856426315, -73.88862749938583)"
38939541,04/14/2018 08:01:00 AM,05/01/2018 08:56:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11238,35 EASTERN PARKWAY,EASTERN PARKWAY,BEND,UNDERHILL AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/01/2018 08:56:00 AM,08 BROOKLYN,BROOKLYN,993231,184474,Unspecified,BROOKLYN,,,,,,,,40.67301071017224,-73.96762356077525,"(40.67301071017224, -73.96762356077525)"
38939179,04/14/2018 01:29:00 PM,05/01/2018 08:57:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11237,1235 HALSEY STREET,HALSEY STREET,KNICKERBOCKER AVE,IRVING AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/01/2018 08:57:00 AM,04 BROOKLYN,BROOKLYN,1009849,191919,Unspecified,BROOKLYN,,,,,,,,40.693413071253254,-73.90768753855728,"(40.693413071253254, -73.90768753855728)"
38936608,04/14/2018 09:46:00 PM,05/01/2018 08:57:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11214,2527 WEST   17 STREET,WEST   17 STREET,BAY 50 ST,AVENUE Z,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/01/2018 08:57:00 AM,13 BROOKLYN,BROOKLYN,988119,152659,Unspecified,BROOKLYN,,,,,,,,40.58568896372923,-73.98607052097046,"(40.58568896372923, -73.98607052097046)"
38919015,04/12/2018 10:36:00 AM,05/01/2018 08:56:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,10012,194 BLEECKER STREET,BLEECKER STREET,MAC DOUGAL ST,AVENUE OF THE AMERICAS,,,ADDRESS,NEW YORK,,N/A,Closed,,05/01/2018 08:56:00 AM,02 MANHATTAN,MANHATTAN,983831,204985,Unspecified,MANHATTAN,,,,,,,,40.72931314727778,-74.00151176810388,"(40.72931314727778, -74.00151176810388)"
38915312,04/11/2018 02:53:00 PM,05/01/2018 08:56:00 AM,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,11361,40-12 209 STREET,209 STREET,DEAD END,42 AVE,,,ADDRESS,Bayside,,N/A,Closed,,05/01/2018 08:56:00 AM,11 QUEENS,QUEENS,1046224,217098,Unspecified,QUEENS,,,,,,,,40.762343090835024,-73.77628429556962,"(40.762343090835024, -73.77628429556962)"
38908765,04/05/2018 11:35:00 PM,05/01/2018 08:53:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,10471,6535 BROADWAY,BROADWAY,W 259 ST,W 260 ST,,,ADDRESS,BRONX,,N/A,Closed,,05/01/2018 08:53:00 AM,08 BRONX,BRONX,1012855,269594,Unspecified,BRONX,,,,,,,,40.90660026019804,-73.89651672124921,"(40.90660026019804, -73.89651672124921)"
38907165,04/10/2018 01:23:00 PM,05/01/2018 08:54:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11221,1415 GATES AVENUE,GATES AVENUE,WILSON AVE,KNICKERBOCKER AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/01/2018 08:54:00 AM,04 BROOKLYN,BROOKLYN,1007808,193100,Unspecified,BROOKLYN,,,,,,,,40.696660309089445,-73.91504344605647,"(40.696660309089445, -73.91504344605647)"
38902052,04/05/2018 05:05:00 PM,05/01/2018 08:53:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,11225,1700 BEDFORD AVENUE,BEDFORD AVENUE,MONTGOMERY ST,SULLIVAN PL,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/01/2018 08:53:00 AM,09 BROOKLYN,BROOKLYN,996144,181559,Unspecified,BROOKLYN,,,,,,,,40.66500625218823,-73.95712736177347,"(40.66500625218823, -73.95712736177347)"
38901496,04/08/2018 05:10:00 PM,05/01/2018 08:54:00 AM,DEP,Department of Environmental Protection,Water Quality,unknown odor/taste in drinking water (QA6),,11206,287 WALLABOUT STREET,WALLABOUT STREET,HARRISON AVE,THROOP AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,05/01/2018 08:54:00 AM,01 BROOKLYN,BROOKLYN,998635,195042,Unspecified,BROOKLYN,,,,,,,,40.70201030948267,-73.9481196203726,"(40.70201030948267, -73.9481196203726)"
38881685,04/07/2018 02:19:00 PM,05/01/2018 08:53:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Sewer (QA5)",,11422,135-08 233 STREET,233 STREET,135 AVE,137 AVE,,,ADDRESS,Rosedale,,N/A,Closed,,05/01/2018 08:53:00 AM,13 QUEENS,QUEENS,1056875,184532,Unspecified,QUEENS,,,,,,,,40.67287656768659,-73.73818754963494,"(40.67287656768659, -73.73818754963494)"
38872421,04/06/2018 06:03:00 PM,05/01/2018 08:53:00 AM,DEP,Department of Environmental Protection,Water Quality,Cloudy Or Milky Water (QB1),,11428,90-09 220 STREET,220 STREET,90 AVE,91 RD,,,ADDRESS,Queens Village,,N/A,Closed,,05/01/2018 08:53:00 AM,13 QUEENS,QUEENS,1056167,204269,Unspecified,QUEENS,,,,,,,,40.72705556131059,-73.74052911093166,"(40.72705556131059, -73.74052911093166)"
38869539,04/05/2018 02:59:00 PM,05/01/2018 08:52:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Bitter/Metallic (QA3)",,10475,920 BAYCHESTER AVENUE,BAYCHESTER AVENUE,DONIZETTI PL,DARROW PL,,,ADDRESS,BRONX,,N/A,Closed,,05/01/2018 08:52:00 AM,10 BRONX,BRONX,1030260,258901,Unspecified,BRONX,,,,,,,,40.877177810145525,-73.83362487473187,"(40.877177810145525, -73.83362487473187)"
38867336,04/05/2018 03:45:00 PM,05/01/2018 08:52:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,11435,142-02 84 DRIVE,84 DRIVE,BURDEN CRES,PERSHING CRES,,,ADDRESS,Jamaica,,N/A,Closed,,05/01/2018 08:52:00 AM,08 QUEENS,QUEENS,1035571,198359,Unspecified,QUEENS,,,,,,,,40.71097754145741,-73.81488265701564,"(40.71097754145741, -73.81488265701564)"
39063223,04/29/2018 02:57:00 PM,04/30/2018 09:50:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10469,1433 OAKLEY STREET,OAKLEY STREET,E 219 ST,FENTON AVE,,,ADDRESS,BRONX,,N/A,Closed,,04/30/2018 09:50:00 AM,12 BRONX,BRONX,1025509,259774,Unspecified,BRONX,,,,,,,,40.879597409678176,-73.8507993849087,"(40.879597409678176, -73.8507993849087)"
39049601,04/27/2018 02:48:00 PM,04/30/2018 09:40:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chemical (QA2)",,11224,2940 WEST    5 STREET,WEST    5 STREET,NEPTUNE AVE,W BRIGHTON AVE,,,ADDRESS,BROOKLYN,,N/A,Closed,,04/30/2018 09:40:00 AM,13 BROOKLYN,BROOKLYN,991881,149723,Unspecified,BROOKLYN,,,,,,,,40.577627784669,-73.97252958732514,"(40.577627784669, -73.97252958732514)"
39047973,04/27/2018 02:01:00 PM,04/30/2018 07:06:00 AM,DEP,Department of Environmental Protection,Water Quality,"Taste/Odor, Chlorine (QA1)",,10128,11 EAST   88 STREET,EAST   88 STREET,5 AVE,MADISON AVE,,,ADDRESS,NEW YORK,,N/A,Closed,,04/30/2018 07:06:00 AM,08 MANHATTAN,MANHATTAN,995646,224396,Unspecified,MANHATTAN,,,,,,,,40.78258405982354,-73.9588498967438,"(40.78258405982354, -73.9588498967438)"
